Puzzle,Solution,Execution Time,Zeros,Guesses,Backtracks
014602795930470218700001604408163970001507486260040051573014869640058020102390540,814632795936475218725981634458163972391527486267849351573214869649758123182396547,0.04505759998573922,26,28,2
490518007172640985856207100360859712907000306210300490041980063509062871620701009,493518627172643985856297134364859712987124356215376498741985263539462871628731549,0.04331189999356866,26,37,11
538260940600097503049853200862035419304912076107040325000184600206509134015020790,538261947621497583749853261862735419354912876197648325973184652286579134415326798,0.04374039999675006,26,45,19
327854019805096372019703080708410950004637108001589706092071800073268491086000207,327854619845196372619723584768412953954637128231589746492371865573268491186945237,0.04367169999750331,26,31,5
120840930438796520597002684359468170010973000070501009965280413201639008703054000,126845937438796521597312684359468172612973845874521369965287413241639758783154296,0.04296220000833273,26,30,4
678052439320049765904006281145627093786001520090504600402008150869400070517003048,678152439321849765954736281145627893786391524293584617432978156869415372517263948,0.04574619999038987,26,26,0
519760430406153920007480506003510069095200170721946085370801602960375040100024793,519762438486153927237489516843517269695238174721946385374891652962375841158624793,0.04293039999902248,26,26,0
901826734284700601006501009508934162642107900103268475417305290805010340360400000,951826734284793651736541829578934162642157983193268475417385296825619347369472518,0.04278240000712685,26,39,13
002071685809000407571408090658724039917080000234195806420857000085040720796213548,342971685869532417571468392658724139917386254234195876423857961185649723796213548,0.04373420000774786,26,48,22
010008700002401608687095014825610937194830562703000841958700100076150409041986375,419268753532471698687395214825614937194837562763529841958743126376152489241986375,0.04134980001254007,26,26,0
512768439040253108008004200024600951309821706760405803070089512193072680285100007,512768439947253168638914275824637951359821746761495823476389512193572684285146397,0.04602589999558404,26,53,27
054902710602047035037560204301659420925814070460000159049081567716090302083720900,854932716692147835137568294371659428925814673468273159249381567716495382583726941,0.04462189998594113,26,26,0
560473021080096304410285769196042000372518040045600210031820605604307198008001432,569473821287196354413285769196742583372518946845639217931824675624357198758961432,0.05179279998992570,26,35,9
700364259002159708590870000318640927954021380276083001120008000837206405469507802,781364259642159738593872164318645927954721386276983541125498673837216495469537812,0.04741100000683218,26,69,43
054301020306054000020009304680900231039800407412637509203198670865473192971520840,754381926396254718128769354687945231539812467412637589243198675865473192971526843,0.04795429998193868,26,63,37
910540600052907184467831059205014096701089420040275318170000962006703540020106837,918542673352967184467831259285314796731689425649275318173458962896723541524196837,0.04586070001823828,26,31,5
030627058000504601040001029060150847958473160401268395002046010316985270704310586,139627458827594631645831729263159847958473162471268395582746913316985274794312586,0.04603170001064427,26,36,10
403215807785609402201047009910360270630070940000094386850421093129780654000056128,493215867785639412261847539914368275638572941572194386856421793129783654347956128,0.04473620001226664,26,54,28
601500073204187569005600214010970400746015980958206730400700195560091328029053647,691524873234187569875639214312978456746315982958246731483762195567491328129853647,0.04230580001603812,26,27,1
800300925506019003937042180185490037092700651763201894379120068250673410610080000,841367925526819743937542186185496237492738651763251894379124568258673419614985372,0.04451169999083504,26,30,4
040361809395204600108975023539608140010753008786400502900836705603097284871500006,247361859395284671168975423539628147412753968786419532924836715653197284871542396,0.04394949998822995,26,26,0
860700352017030600543608107970382046302476019004059270420817005130294768708060401,869741352217935684543628197971382546352476819684159273426817935135294768798563421,0.04406559999915771,26,28,2
438720500516009027792605130169570200847012900000060704674253091900086372283107605,438721569516839427792645138169574283847312956325968714674253891951486372283197645,0.04421190000721253,26,28,2
